player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Antavious Lane,97141,S,GA STATE,12,416,0,175,2,5.9,75.0,100.0,6.7,5.0,0,0,0.0,63.7,0,15,0.0,0,0,126.4,9,69,16.6,69,2,8,12,2,64,33,1.1,7.1,0,4,7.3,62.5,100.0,14.7,9.2,1,2,8.3,59.3,0,47,6.7,2,1,80.9,15,235,56.5,235,7,24,24,0,154,118,0.7,10.3
Bralyn Lux,97143,CB,FRESNO ST,8,230,0,169,0,14.8,46.7,97.6,10.7,5.0,0,3,20.0,66.3,1,29,16.7,1,3,66.8,7,82,35.7,84,0,5,15,1,113,52,1.5,16.1,0,0,19.7,47.4,99.2,13.0,6.2,0,2,10.5,69.4,0,40,14.3,2,1,111.3,9,122,53.0,123,4,12,19,2,158,39,1.4,17.6
Malik Fleming,97144,CB,E CAROLINA,12,477,0,156,0,9.5,50.0,98.2,54.0,27.0,0,0,0.0,66.9,0,11,,0,0,66.7,1,56,11.7,57,0,0,2,0,11,10,0.2,11.0,0,0,10.8,56.3,98.9,14.7,8.3,0,4,12.5,77.0,3,26,5.3,1,3,34.9,18,275,57.7,278,3,18,32,0,192,67,0.7,10.7
Ben Egenolf,97145,S,BALL ST,10,152,0,117,2,21.0,100.0,100.0,55.0,55.0,0,0,0.0,61.0,0,14,0.0,0,0,158.3,1,58,38.2,58,0,2,1,1,14,0,0.3,14.0,0,0,9.0,100.0,100.0,36.5,36.5,0,0,0.0,72.8,0,17,0.0,0,0,116.7,2,75,49.3,75,0,4,2,0,24,6,0.3,12.0
Samy Johnson,97158,CB,ARK STATE,9,226,0,113,0,16.0,20.0,100.0,20.0,4.0,0,1,20.0,73.6,0,2,0.0,0,0,39.6,1,24,10.6,24,1,1,5,0,2,0,0.1,2.0,0,0,13.3,55.0,100.0,13.1,7.2,0,2,10.0,63.1,1,42,15.4,2,1,100.4,11,151,66.8,151,3,11,20,2,192,39,1.3,17.5
Mike Sainristil,97180,CB,MICHIGAN,12,346,0,222,1,11.0,47.8,92.2,9.9,4.7,0,5,21.7,60.9,0,28,8.3,1,3,77.1,11,119,34.4,129,6,10,23,1,114,32,1.0,10.4,0,3,2.4,88.0,91.6,7.2,6.4,0,0,0.0,69.9,0,21,13.0,3,0,98.5,22,163,47.1,178,8,17,25,0,191,141,1.2,8.7
Anthony Wilson,97220,S,GA SOUTHRN,12,441,0,174,1,0.8,62.5,93.2,28.4,17.8,1,1,12.5,77.5,0,4,14.3,2,1,66.7,5,151,34.2,162,4,11,8,0,9,12,0.1,1.8,0,7,12.3,69.2,94.6,23.9,16.5,0,3,23.1,63.2,1,26,31.8,7,3,103.4,9,226,51.2,239,4,8,13,1,156,50,0.7,17.3
Chris McDonald,97222,CB,TOLEDO,10,317,0,316,0,14.1,41.7,100.0,15.4,6.4,0,3,25.0,74.7,1,59,33.3,2,1,64.2,5,81,25.6,81,1,4,12,1,99,61,1.3,19.8,0,2,12.8,50.0,100.0,12.3,6.2,0,5,16.7,64.7,0,50,5.6,1,3,72.9,15,191,60.3,191,1,15,30,0,210,63,1.1,14.0
Brandon Crossley,97225,CB,SMU,11,341,0,287,0,13.3,47.1,94.9,11.0,5.2,1,2,11.8,60.2,0,37,50.0,2,1,93.5,8,94,27.6,99,1,2,17,1,133,43,1.5,16.6,0,2,4.0,68.0,93.8,11.2,7.6,0,3,12.0,73.3,0,19,25.0,5,2,78.3,17,196,57.5,209,4,13,25,0,117,98,0.6,6.9
Micah Abraham,97232,CB,MARSHALL,12,459,0,214,1,15.7,60.0,98.6,11.2,6.7,0,2,10.0,75.5,1,43,33.3,4,0,82.3,12,143,31.2,145,3,7,20,1,165,64,1.2,13.8,0,1,14.8,48.5,99.2,14.1,6.8,1,8,24.2,78.2,3,38,13.3,2,7,58.0,16,237,51.6,239,2,12,33,2,263,85,1.2,16.4
Solomon Rogers,97235,S,CHARLOTTE,10,222,0,136,0,-1.0,100.0,97.9,20.5,20.5,0,0,0.0,67.8,1,7,66.7,2,0,45.8,2,46,20.7,47,1,1,2,0,9,11,0.2,4.5,0,1,7.9,91.7,99.4,13.5,12.4,0,1,8.3,66.4,0,64,6.3,1,1,146.5,11,154,69.4,155,5,14,12,1,154,97,1.0,14.0
Rod Heard II,97237,S,NWESTERN,12,308,0,256,0,11.2,16.7,88.5,42.0,7.0,0,0,0.0,38.9,0,51,50.0,1,0,62.5,1,46,14.9,52,1,1,6,0,51,40,1.2,51.0,0,2,5.7,78.3,92.7,11.9,9.3,0,0,0.0,61.5,1,52,13.0,3,0,134.1,18,217,70.5,234,6,18,23,3,254,177,1.2,14.1
Chike Anigbogu,97239,S,RICE,4,20,0,275,0,,,60.0,,,0,0,,60.9,0,,,0,0,0.0,0,3,15.0,5,0,0,0,0,0,0,0.0,,0,0,-4.0,100.0,100.0,6.0,6.0,0,0,0.0,62.3,0,6,,0,0,91.7,1,7,35.0,7,0,0,1,0,6,10,1.0,6.0
Keondre Swoopes,97241,CB,UAB,11,339,0,321,1,10.9,57.1,87.2,12.4,7.1,0,2,14.3,60.9,0,35,12.5,1,0,122.3,8,102,30.1,117,1,6,14,2,111,36,1.1,13.9,0,2,9.6,65.2,97.2,13.4,8.7,0,1,4.3,69.6,1,14,21.1,4,1,57.9,15,207,61.1,213,5,13,23,0,108,61,0.5,7.2
Isaiah Essissima,97243,CB,NEVADA,12,389,0,239,0,15.8,46.4,99.2,8.8,4.1,0,5,17.9,63.9,2,49,25.0,2,4,60.0,13,123,31.6,124,2,6,28,1,249,94,2.2,19.2,0,0,13.0,58.1,100.0,8.8,5.1,0,3,7.0,48.0,0,67,9.5,2,0,94.9,25,229,58.9,229,4,19,43,1,378,90,1.7,15.1
Rashad Wisdom,97249,S,UTSA,6,165,0,331,0,-0.5,100.0,96.0,11.0,11.0,0,0,0.0,66.4,0,5,0.0,0,0,83.3,2,24,14.5,25,1,3,2,0,8,9,0.4,4.0,0,0,9.4,88.9,96.9,15.0,13.3,1,0,0.0,50.0,0,77,33.3,4,0,155.8,8,124,75.2,128,3,8,9,1,136,96,1.1,17.0
Jaden Davis,97250,CB,OKLAHOMA,9,202,0,261,0,14.0,100.0,100.0,16.0,16.0,0,0,0.0,61.5,0,16,0.0,0,0,118.8,1,17,8.4,17,0,1,1,0,16,2,1.0,16.0,0,4,7.2,45.0,98.6,14.9,6.7,0,2,10.0,64.8,0,22,0.0,0,2,76.7,9,138,68.3,140,3,7,20,1,98,40,0.7,10.9
Andrew Leak,97252,LB,MIDDLE TN,1,1,0,224,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Dywan Griffin,97274,CB,UTSA,8,103,0,331,0,14.3,66.7,100.0,5.0,3.3,0,0,0.0,70.0,1,18,33.3,1,0,95.1,2,10,9.7,10,0,2,3,1,27,2,2.7,13.5,0,0,13.4,85.7,98.7,12.0,10.3,0,0,0.0,55.0,1,16,27.3,3,0,68.2,6,74,71.8,75,0,8,7,0,69,16,1.0,11.5
Reddy Steward,97289,CB,TROY,12,446,0,318,0,11.0,33.3,100.0,15.3,5.1,0,6,50.0,81.5,0,9,50.0,2,2,42.4,4,66,14.8,66,2,2,12,0,23,15,0.4,5.8,0,5,11.0,57.9,100.0,11.3,6.6,0,2,5.3,79.2,3,34,6.7,2,1,59.3,22,257,57.6,257,8,23,38,2,222,106,0.9,10.1
Dell Pettus,97290,S,TROY,12,403,0,318,2,10.0,0.0,96.5,,17.0,0,1,33.3,64.3,0,,0.0,0,0,39.6,0,55,13.6,57,0,1,3,0,0,0,0.0,,0,2,3.8,76.9,99.6,21.8,16.8,0,2,15.4,73.1,0,14,6.7,1,1,83.8,10,227,56.3,228,6,12,13,0,55,58,0.3,5.5
Jordan Clark,97324,CB,ARIZONA ST,11,347,0,110,2,13.5,43.5,97.8,12.0,5.2,1,2,8.7,55.3,1,38,15.4,2,0,45.6,10,131,37.8,134,1,9,23,0,140,39,1.2,14.0,0,0,6.8,67.9,98.4,9.3,6.3,0,1,3.6,63.7,1,22,9.5,2,1,68.9,19,182,52.4,185,5,19,28,0,169,65,1.0,8.9
Thomas Harper,97325,CB,OKLA STATE,7,260,0,262,0,9.6,57.1,100.0,10.6,6.1,0,1,7.1,56.8,1,31,0.0,0,0,72.0,8,91,35.0,91,2,7,14,1,95,17,1.1,11.9,0,0,6.6,62.5,100.0,13.0,8.1,0,0,0.0,67.7,0,18,12.5,1,0,77.1,10,131,50.4,131,2,7,16,0,88,78,0.7,8.8
Daquan Evans,97326,CB,USF,5,67,0,327,0,10.8,100.0,100.0,6.0,6.0,0,0,0.0,50.7,0,14,0.0,0,0,146.9,4,24,35.8,24,0,2,4,1,39,2,1.6,9.8,0,1,14.0,83.3,91.7,6.4,5.3,0,0,0.0,59.5,0,21,0.0,0,0,140.3,5,33,49.3,36,1,5,6,1,49,9,1.5,9.8
Nic Jones,97327,CB,BALL ST,11,388,0,117,0,13.4,37.0,100.0,15.6,5.8,0,6,22.2,71.1,1,34,33.3,2,2,60.0,10,165,42.5,165,0,4,27,2,115,36,0.7,11.5,0,2,16.4,50.0,99.5,9.4,4.7,1,6,15.8,56.3,1,44,17.6,3,5,66.3,19,187,48.2,188,2,12,38,1,226,45,1.3,11.9
Derrick Canteen,97329,CB,GA SOUTHRN,11,402,0,174,0,12.7,50.0,98.6,7.5,3.8,0,6,17.6,74.2,1,28,20.0,4,4,74.0,17,136,33.8,138,8,16,34,2,187,41,1.5,11.0,0,5,10.1,55.0,95.9,9.2,5.1,0,6,15.0,75.1,0,36,13.3,4,6,80.4,22,211,52.5,220,9,21,40,1,232,108,1.1,10.5
Juan Powell,97330,CB,E CAROLINA,10,250,0,156,1,12.0,66.7,97.1,5.5,3.7,1,0,0.0,35.2,0,35,0.0,0,0,146.8,6,33,13.2,34,0,3,9,2,107,33,3.2,17.8,0,0,16.6,52.9,96.7,15.9,8.4,0,0,0.0,67.6,1,76,18.2,2,0,113.0,9,145,58.0,150,3,9,17,4,211,73,1.5,23.4
Mike Coleman,97333,CB,TOLEDO,3,10,0,316,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,25.0,100.0,100.0,9.0,9.0,0,0,0.0,49.2,0,72,50.0,1,0,158.3,1,9,90.0,9,1,1,1,1,72,47,8.0,72.0
Keaton Ellis,97338,S,PENN STATE,12,191,0,266,0,10.4,29.4,95.4,15.0,4.4,2,2,11.8,62.7,0,19,0.0,0,1,39.6,5,83,43.5,87,0,5,17,0,50,29,0.7,10.0,0,2,2.3,100.0,98.8,25.3,25.3,0,0,0.0,67.2,0,6,0.0,0,0,79.2,3,80,41.9,81,1,5,3,0,6,-1,0.1,2.0
Cameron Mitchell,97340,CB,NWESTERN,12,284,0,256,0,13.1,42.9,95.7,13.7,5.9,1,3,42.9,71.7,1,58,0.0,0,1,50.3,3,45,15.8,47,0,3,7,0,91,46,2.2,30.3,0,0,11.3,62.9,98.5,8.7,5.5,0,4,11.4,64.5,0,81,4.5,1,4,96.7,22,196,69.0,199,5,21,35,1,275,110,1.4,12.5
Ken Robinson,97341,S,UTSA,11,203,0,331,0,9.3,50.0,88.9,7.5,3.8,0,2,25.0,51.3,0,31,100.0,1,1,82.8,4,32,15.8,36,0,0,8,0,75,40,2.5,18.8,0,3,9.8,88.9,98.5,15.9,14.1,0,1,11.1,54.3,0,43,7.7,1,1,155.8,8,132,65.0,134,3,9,9,1,117,24,0.9,14.6
Ja'Von Kimpson,97342,CB,MIAMI OH,11,188,0,221,0,12.1,70.0,97.6,5.6,3.9,0,1,10.0,63.6,0,53,12.5,1,1,141.7,7,40,21.3,41,1,7,10,1,115,50,2.9,16.4,0,1,9.6,61.5,100.0,15.6,9.6,1,3,23.1,71.3,0,18,30.0,3,1,78.4,8,129,68.6,129,2,6,13,0,78,38,0.6,9.8
AJ Williams,97343,S,WAKE,11,197,0,339,2,,,92.6,,,0,0,,85.6,0,,0.0,0,0,0.0,0,63,32.0,68,0,1,0,0,0,0,0.0,,0,2,23.2,50.0,100.0,34.7,17.3,0,0,0.0,53.7,0,67,7.7,1,0,135.4,3,108,54.8,108,2,10,6,1,106,33,1.0,35.3
Naijee Jones,97346,S,KENT STATE,4,64,0,201,0,,,100.0,,,0,0,,64.9,0,,,0,0,0.0,0,12,18.8,12,0,0,0,0,0,0,0.0,,0,1,7.7,100.0,100.0,10.0,10.0,0,0,0.0,69.6,0,17,0.0,0,0,102.8,3,32,50.0,32,3,4,3,0,26,3,0.9,8.7
Dadrion Taylor-Demerson,97348,S,TEXAS TECH,12,424,0,315,2,12.0,37.5,97.4,34.0,12.8,0,1,12.5,85.1,1,33,0.0,0,1,24.0,3,111,26.2,114,1,3,8,0,58,11,0.6,19.3,0,5,10.5,64.3,98.1,13.7,8.8,1,3,10.7,67.4,1,63,15.0,6,2,74.7,18,253,59.7,258,9,29,28,0,228,85,0.9,12.7
Jakeen Harris,97351,S,NC STATE,11,201,0,248,1,9.0,40.0,89.8,38.0,15.2,0,0,0.0,67.0,1,8,0.0,0,0,47.9,2,79,39.3,88,0,1,5,1,15,2,0.2,7.5,0,1,13.8,83.3,98.2,10.6,8.8,0,0,0.0,66.0,1,31,0.0,0,0,118.8,5,54,26.9,55,4,6,6,1,85,18,1.6,17.0
Bryson Whitehead,97352,CB,CHARLOTTE,10,208,0,136,0,15.1,57.1,100.0,9.0,5.1,0,1,14.3,44.4,0,27,25.0,1,1,132.7,4,40,19.2,40,1,3,7,1,73,4,2.0,18.3,0,0,14.9,75.0,99.3,5.9,4.4,0,1,3.1,38.1,1,73,15.4,2,1,143.2,24,147,70.7,148,3,11,32,5,430,153,3.0,17.9
Coco Azema,97353,S,NWESTERN,2,72,0,256,0,3.0,100.0,100.0,7.0,7.0,0,0,0.0,72.0,0,3,0.0,0,0,79.2,1,7,9.7,7,1,1,1,0,3,0,0.4,3.0,0,0,7.0,50.0,96.5,52.0,26.0,0,0,0.0,59.6,0,6,28.6,2,0,56.3,1,55,76.4,57,2,5,2,0,6,2,0.1,6.0
Alex Hogan,97354,CB,HOUSTON,6,243,0,182,0,9.1,42.9,100.0,13.0,5.6,0,2,14.3,54.0,0,23,0.0,0,2,82.7,6,85,35.0,85,1,4,14,1,71,26,0.9,11.8,0,1,15.0,47.8,100.0,11.4,5.4,1,7,30.4,76.3,0,52,23.1,3,5,79.4,11,129,53.1,129,4,9,23,1,127,43,1.0,11.5
Lacy Williams,97366,CB,CHARLOTTE,11,167,0,136,0,12.3,100.0,88.6,9.7,9.7,0,0,0.0,50.0,0,46,0.0,0,0,158.3,3,31,18.6,35,0,2,3,1,54,17,1.9,18.0,0,2,10.7,58.8,95.8,10.8,6.4,0,2,11.8,53.4,0,42,33.3,3,2,113.4,10,114,68.3,119,1,4,17,1,174,116,1.6,17.4
Johnny Tamayo IV,97370,S,NEW MEX ST,2,20,0,242,0,-6.0,100.0,100.0,7.0,7.0,0,0,0.0,70.7,0,0,,0,0,79.2,1,7,35.0,7,0,0,1,0,0,6,0.0,0.0,0,0,,,100.0,,,0,0,,65.1,0,,0.0,0,0,0.0,0,6,30.0,6,0,1,0,0,0,0,0.0,
Reid Dedman,97372,LB,GA SOUTHRN,6,36,0,174,0,4.0,100.0,81.8,8.0,8.0,0,0,0.0,58.1,0,9,50.0,1,0,104.2,1,9,25.0,11,0,1,1,0,9,5,1.1,9.0,0,1,8.5,100.0,85.2,11.0,11.0,0,0,0.0,44.7,0,14,50.0,2,0,110.4,2,23,63.9,27,1,1,2,0,21,4,1.0,10.5
Christian Roland-Wallace,97374,CB,ARIZONA,12,468,0,109,0,11.6,53.8,100.0,10.3,5.5,0,2,7.7,63.5,0,27,25.0,3,1,111.5,14,160,34.2,160,4,9,26,3,163,46,1.1,11.6,0,5,10.6,53.6,99.6,17.9,9.6,0,3,10.7,70.3,0,27,11.5,3,3,72.2,15,275,58.8,276,4,18,28,0,171,71,0.6,11.4
Keontra Smith,97375,LB,MIAMI FL,12,129,0,220,0,1.3,75.0,80.0,11.3,8.5,1,1,25.0,61.1,0,34,0.0,0,1,153.1,3,36,27.9,45,1,1,4,1,47,44,1.4,15.7,0,2,5.6,80.0,96.2,18.5,14.8,0,0,0.0,62.2,1,11,50.0,3,0,57.1,4,75,58.1,78,2,1,5,0,36,33,0.5,9.0
Josh Ferguson,97376,LB,NEW MEX ST,4,18,0,242,0,,,100.0,,,0,0,,49.2,0,,,0,0,0.0,0,5,27.8,5,0,0,0,0,0,0,0.0,,0,0,,,76.9,,,0,0,,63.0,0,,,0,0,0.0,0,10,55.6,13,0,0,0,0,0,0,0.0,
Woodi Washington,97379,CB,OKLAHOMA,12,477,0,261,0,8.6,66.7,98.5,10.2,6.8,0,1,11.1,61.7,0,11,0.0,0,1,115.3,6,64,13.4,65,2,5,9,2,39,18,0.6,6.5,0,2,11.7,67.9,99.7,16.3,11.0,1,4,14.3,73.1,0,39,7.4,2,3,116.7,19,324,67.9,325,7,23,28,2,230,65,0.7,12.1
Ben Furgal,97381,CB,SMU,1,8,0,287,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,66.7,0,,0.0,0,0,0.0,0,7,87.5,7,0,1,0,0,0,0,0.0,
Jarius Reimonenq,97383,CB,JAMES MAD,11,129,0,197,0,22.0,0.0,88.1,,5.8,0,2,33.3,62.4,0,,,0,2,39.6,0,37,28.7,42,0,0,6,0,0,0,0.0,,0,1,1.9,66.7,75.3,10.7,7.1,0,1,11.1,53.9,0,16,25.0,1,0,80.3,6,67,51.9,89,2,2,9,0,49,41,0.8,8.2
Justen Ramsey,97384,DI,BALL ST,6,1,0,117,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,22,0,0,0,0,0,0,,,0,0,,,2.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,35,1,0,0,0,0,0,0.0,
Solomon Brown,97386,CB,BUFFALO,3,15,0,126,0,,,100.0,,,0,0,,45.5,0,,,0,0,0.0,0,3,20.0,3,0,0,0,0,0,0,0.0,,0,0,-1.5,100.0,100.0,6.0,6.0,0,0,0.0,63.3,0,6,,0,0,83.3,2,12,80.0,12,0,0,2,0,8,11,0.7,4.0
Kirk Lockhart,97388,S,RICE,12,173,0,275,2,1.5,75.0,89.9,22.0,16.5,0,0,0.0,64.3,0,13,0.0,0,0,128.1,3,71,41.0,79,1,4,4,1,23,14,0.3,7.7,0,3,19.0,83.3,100.0,14.0,11.7,0,0,0.0,60.0,0,62,0.0,0,0,158.3,5,72,41.6,72,4,10,6,1,129,49,1.8,25.8
KaRon Coleman,97418,CB,ARK STATE,2,30,0,113,0,28.0,0.0,100.0,,2.0,0,1,100.0,76.6,0,,,0,1,39.6,0,3,10.0,3,0,0,1,0,0,0,0.0,,0,1,18.6,60.0,100.0,7.3,4.4,0,1,20.0,56.8,0,49,0.0,0,1,143.8,3,22,73.3,22,1,2,5,1,77,27,3.5,25.7
Nolan Groulx,97431,CB,CHARLOTTE,3,70,0,136,0,9.3,75.0,100.0,3.3,2.5,0,1,25.0,59.7,0,11,0.0,0,1,93.8,3,11,15.7,11,0,3,4,0,28,2,2.8,9.3,0,1,11.9,87.5,100.0,7.4,6.5,0,0,0.0,51.5,0,23,25.0,2,0,118.8,7,53,75.7,53,0,5,8,0,109,26,2.1,15.6
Nicktroy Fortune,97469,CB,UTSA,12,349,0,331,0,12.1,33.3,100.0,18.0,6.0,2,2,22.2,78.1,0,11,0.0,0,1,42.4,3,59,16.9,59,3,5,9,0,18,5,0.3,6.0,0,1,10.6,61.1,98.0,10.5,6.4,0,3,8.3,64.9,0,44,23.8,5,2,97.6,22,244,69.9,249,4,15,36,1,305,133,1.3,13.9
Keonte Glinton,97470,CB,WYOMING,6,232,0,351,0,6.6,70.6,96.4,8.3,5.9,0,1,5.9,60.0,0,33,18.2,2,1,93.5,12,107,46.1,111,2,9,17,0,133,58,1.3,11.1,0,1,10.1,46.2,97.4,11.8,5.5,0,3,23.1,61.7,0,19,25.0,2,3,79.0,6,75,32.3,77,2,5,13,1,40,17,0.6,6.7
Roderick Roberson Jr.,97471,S,SMU,7,96,0,287,0,27.0,100.0,100.0,13.0,13.0,0,0,0.0,40.9,0,24,,0,0,158.3,1,15,15.6,15,0,0,1,1,24,0,1.8,24.0,0,0,21.1,57.1,100.0,14.5,8.3,0,0,0.0,41.0,0,48,12.5,1,0,141.4,4,59,61.5,59,0,7,7,1,88,42,1.5,22.0
Kerry Martin Jr.,97473,S,AKRON,11,285,0,102,1,6.2,40.0,95.5,28.0,11.2,0,0,0.0,54.1,0,19,16.7,1,0,62.1,2,63,22.1,66,1,4,5,0,32,14,0.6,16.0,0,5,8.3,87.5,97.7,11.6,10.2,0,0,0.0,57.7,1,30,16.7,3,0,123.7,14,172,60.4,176,6,10,16,2,167,50,1.0,11.9
Cameron Williams,97475,S,WASHINGTON,3,27,0,340,0,,,92.9,,,0,0,,39.0,0,,,0,0,0.0,0,13,48.1,14,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.1,0,,,0,0,0.0,0,9,33.3,9,0,0,0,0,0,0,0.0,
Chace Cromartie,97481,S,SMU,2,14,0,287,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.1,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,8,57.1,8,0,0,0,0,0,0,0.0,
Myles Bell,97485,CB,UCONN,3,39,0,146,0,15.0,66.7,100.0,8.5,5.7,0,0,0.0,50.9,0,12,50.0,1,0,82.6,2,18,46.2,18,0,1,3,0,18,8,1.1,9.0,0,0,10.0,100.0,100.0,14.0,14.0,0,0,0.0,65.3,0,19,0.0,0,0,118.8,1,14,35.9,14,1,1,1,0,19,9,1.4,19.0
Jarrian Jones,97486,CB,FLORIDA ST,10,201,0,167,0,18.9,27.3,100.0,24.0,6.5,0,1,9.1,48.6,0,23,0.0,0,1,46.8,3,75,37.3,75,0,2,11,0,52,15,0.7,17.3,0,0,7.9,63.6,99.0,13.0,8.3,0,3,27.3,84.6,1,20,8.3,1,1,36.6,7,99,49.3,100,3,11,11,0,51,33,0.6,7.3
Donald Clay,97488,S,SMU,1,1,0,287,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Kenny Logan Jr.,97494,S,KANSAS,12,410,0,198,0,2.3,85.7,98.8,13.2,11.3,0,1,14.3,69.2,1,18,11.1,1,1,53.3,6,85,20.7,86,1,8,7,0,44,25,0.6,7.3,0,4,8.6,69.0,98.5,12.6,8.7,0,1,3.4,48.2,1,42,25.0,8,1,92.2,20,257,62.7,261,1,20,29,1,247,96,1.0,12.4
Dean Clark,97495,S,KENT STATE,1,3,0,201,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,
Dane Motley,97497,LB,ARK STATE,11,89,0,113,0,,,68.2,,,0,0,,50.9,0,,,0,0,0.0,0,15,16.9,22,0,0,0,0,0,0,0.0,,0,0,3.9,72.7,78.1,5.9,4.3,0,0,0.0,29.2,0,30,0.0,0,0,108.9,8,50,56.2,64,1,2,11,0,122,88,2.6,15.3
Christian Williams,97498,CB,USF,10,292,0,327,1,11.9,58.3,98.9,12.1,7.1,0,1,8.3,59.1,0,13,16.7,1,0,77.1,7,87,29.8,88,1,4,12,0,76,27,0.9,10.9,0,0,8.2,88.2,98.5,8.1,7.1,0,1,5.9,53.2,0,30,27.8,5,1,138.4,15,130,44.5,132,4,13,17,1,229,115,1.9,15.3
Caleb Tate,97499,LB,BUFFALO,1,5,0,126,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,2,0,0,0,0,0,0,,,0,0,-4.0,0.0,100.0,,4.0,0,0,0.0,62.8,0,,,0,0,39.6,0,4,80.0,4,0,0,1,0,0,0,0.0,
Von Killins,97500,CB,HAWAII,1,2,0,180,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,27.0,0.0,100.0,,1.0,0,0,0.0,60.0,0,,,0,0,39.6,0,1,50.0,1,0,0,1,0,0,0,0.0,
Jaden Voisin,97506,S,S ALABAMA,12,427,0,288,1,8.3,62.5,91.1,20.6,12.9,0,1,12.5,75.7,0,44,12.5,1,1,130.2,5,112,26.2,123,3,6,8,1,70,51,0.7,14.0,0,8,4.8,77.8,95.7,12.9,10.0,3,3,11.1,71.4,2,36,14.7,5,2,63.1,21,287,67.2,300,9,21,27,0,177,133,0.7,8.4
Damon Miller,97507,S,UAB,1,14,0,321,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,14.3,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.6,0,,,0,0,0.0,0,12,85.7,12,0,0,0,0,0,0,0.0,
Josh DeBerry,97508,CB,BOSTON COL,11,365,0,121,1,11.1,72.4,96.2,6.5,4.7,0,3,10.3,47.7,0,52,0.0,0,3,127.2,21,152,41.6,158,4,14,29,2,291,105,2.1,13.9,0,2,12.3,58.3,96.2,13.7,8.0,0,1,4.2,67.1,1,38,16.7,3,1,100.2,14,200,54.8,208,4,13,24,2,225,79,1.2,16.1
Damien Miller,97509,S,UAB,9,84,0,321,0,5.0,100.0,93.9,30.0,30.0,0,0,0.0,63.6,0,19,50.0,1,0,118.8,1,31,36.9,33,1,1,1,0,19,14,0.6,19.0,0,1,11.3,66.7,100.0,10.8,7.2,0,0,0.0,62.0,0,29,0.0,0,0,89.6,4,44,52.4,44,1,4,6,0,46,12,1.1,11.5
Willie Harts,97513,S,ARIZONA ST,2,7,0,110,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,0.0,100.0,100.0,7.0,7.0,0,0,0.0,62.5,0,2,,0,0,79.2,1,7,100.0,7,0,0,1,0,2,2,0.3,2.0
