player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Atlias Bell,100944,ED,HOUSTON,12,3,0,182,0,,,0.0,,,0,0,,60.0,0,,50.0,1,0,0.0,0,0,0.0,62,1,1,0,0,0,0,,,0,1,0.0,100.0,1.6,2.0,2.0,0,0,0.0,52.5,0,12,60.0,3,0,116.7,1,2,66.7,122,3,1,1,0,12,12,6.0,12.0
Wardalis Ducksworth,100946,DI,MEMPHIS,12,4,0,218,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,71,0,0,0,0,0,0,,,0,0,,,2.0,,,0,0,,57.9,0,,,0,0,0.0,0,4,100.0,197,0,0,0,0,0,0,0.0,
Tre'Mon Morris-Brash,100952,ED,UCF,12,62,0,323,2,,,13.5,,,0,0,,73.3,0,,25.0,1,0,0.0,0,20,32.3,148,1,1,0,0,0,0,0.0,,0,1,15.5,50.0,21.6,35.0,17.5,0,0,0.0,47.6,0,15,40.0,2,0,75.0,1,38,61.3,176,3,2,2,0,15,2,0.4,15.0
Chelen Garnes,100968,S,WAKE,12,334,0,339,0,10.6,50.0,95.0,18.2,9.1,0,0,0.0,62.7,0,30,0.0,0,0,78.3,5,95,28.4,100,0,4,10,0,83,44,0.9,16.6,0,1,7.3,76.9,99.0,19.5,15.0,1,1,7.7,65.0,1,16,0.0,0,1,60.1,10,203,60.8,205,2,11,13,0,81,44,0.4,8.1
Nicholas Straw,100994,ED,NAVY,12,167,0,237,0,,,6.4,,,0,0,,61.2,0,,,0,0,0.0,0,3,1.8,47,0,0,0,0,0,0,0.0,,0,1,6.4,76.2,62.9,8.0,6.1,0,2,9.5,54.0,0,28,25.0,3,2,98.5,16,134,80.2,213,5,8,21,0,166,72,1.3,10.4
Brian Holloway,101002,LB,TEXAS ST,11,125,0,314,0,,,68.4,,,0,0,,65.4,0,,,0,0,0.0,0,13,10.4,19,0,0,0,0,0,0,0.0,,0,2,3.5,91.7,81.6,7.9,7.3,0,1,8.3,52.7,0,21,10.0,1,0,112.5,11,93,74.4,114,4,7,12,0,132,102,1.5,12.0
Mitchell Kulkin,101005,LB,TULSA,7,19,0,320,0,,,33.3,,,0,0,,60.8,0,,,0,0,0.0,0,2,10.5,6,0,0,0,0,0,0,0.0,,0,0,,,90.0,,,0,0,,51.5,0,,100.0,1,0,0.0,0,9,47.4,10,0,0,0,0,0,0,0.0,
Jacob Dingle,101077,S,CINCINNATI,8,51,0,138,1,5.0,0.0,100.0,,18.0,0,0,0.0,79.5,1,,0.0,0,0,0.0,0,20,39.2,20,0,1,1,0,0,0,0.0,,0,0,15.2,60.0,100.0,6.7,4.0,0,1,20.0,57.1,0,22,0.0,0,1,88.8,3,21,41.2,21,1,2,5,0,44,7,2.2,14.7
Ja'quan Sheppard,101078,CB,CINCINNATI,12,400,0,138,1,13.9,54.8,100.0,9.5,5.2,0,3,9.7,44.9,0,41,18.8,3,2,80.6,17,172,43.0,172,2,12,31,0,244,38,1.5,14.4,0,1,12.6,60.0,97.7,11.0,6.6,1,6,24.0,69.0,0,32,9.1,1,6,112.4,15,171,42.8,175,2,9,25,2,202,48,1.2,13.5
Mannie Nunnery,101079,LB,HOUSTON,9,164,0,182,1,4.7,66.7,81.3,23.0,15.3,0,0,0.0,72.2,0,3,0.0,0,0,109.7,2,52,31.7,64,2,3,3,1,2,5,0.0,1.0,0,0,3.6,83.3,94.1,9.4,7.8,0,1,8.3,74.1,0,31,11.1,1,1,93.8,10,95,57.9,101,4,8,12,0,78,56,0.8,7.8
John Marshall,101082,S,NAVY,12,248,0,237,0,36.0,0.0,27.7,,18.0,0,0,0.0,57.1,1,,100.0,1,0,0.0,0,18,7.3,65,2,0,1,0,0,0,0.0,,0,8,5.8,78.3,65.5,9.0,7.0,1,1,4.3,66.4,0,18,8.7,2,1,90.4,18,167,67.3,255,9,13,23,0,131,50,0.8,7.3
Taylor Robinson,101083,S,NAVY,4,26,0,237,0,,,60.0,,,0,0,,60.6,0,,,0,0,0.0,0,3,11.5,5,0,0,0,0,0,0,0.0,,0,0,21.0,0.0,100.0,,19.0,0,0,0.0,59.3,0,,0.0,0,0,39.6,0,19,73.1,19,0,1,1,0,0,0,0.0,
Jaise Oliver,101091,CB,TULSA,8,122,0,320,0,10.0,33.3,100.0,19.0,6.3,0,0,0.0,75.2,1,11,0.0,0,0,2.8,2,42,34.4,42,0,1,6,0,18,7,0.5,9.0,0,0,14.0,71.4,100.0,10.2,7.3,0,1,14.3,61.6,0,29,0.0,0,1,102.7,5,54,44.3,54,1,4,7,0,69,22,1.4,13.8
Drew Martin,101103,ED,MEMPHIS,4,5,0,218,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,41.7,,,0,0,,61.2,0,,,0,0,0.0,0,5,100.0,12,0,0,0,0,0,0,0.0,
Noah Tumblin,101140,CB,S DIEGO ST,10,155,0,284,0,13.1,44.4,100.0,10.0,4.4,0,0,0.0,54.4,0,16,25.0,1,0,61.3,4,41,26.5,41,0,3,9,0,48,16,1.2,12.0,0,2,17.6,60.0,100.0,28.3,17.0,0,0,0.0,72.8,1,37,20.0,1,0,55.8,3,85,54.8,85,0,2,5,0,52,18,0.6,17.3
Markel Reed,101142,CB,BOISE ST,1,5,0,120,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.7,0,,,0,0,0.0,0,4,80.0,4,0,0,0,0,0,0,0.0,
Cam Lampkin,101146,CB,WASH STATE,5,50,0,341,0,8.3,66.7,88.9,8.0,5.3,0,2,66.7,71.7,0,14,0.0,0,1,130.6,2,16,32.0,18,1,2,3,1,24,2,1.5,12.0,0,1,22.2,80.0,100.0,5.8,4.6,0,0,0.0,44.5,0,49,0.0,0,0,118.8,4,24,48.0,24,0,3,5,0,131,31,5.7,32.8
Antonio Hunt,101148,S,NEW MEXICO,4,29,0,241,0,,,83.3,,,0,0,,63.1,0,,,0,0,0.0,0,5,17.2,6,0,0,0,0,0,0,0.0,,0,0,16.0,100.0,100.0,14.0,14.0,0,0,0.0,53.5,0,28,0.0,0,0,118.8,1,14,48.3,14,0,1,1,0,28,12,2.0,28.0
Austin Fiaseu,101151,LB,UNLV,1,8,0,325,0,,,66.7,,,0,0,,61.8,0,,,0,0,0.0,0,4,50.0,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,25.0,2,0,0,0,0,0,0,0.0,
LJ Early,101156,S,FRESNO ST,11,344,0,169,0,9.7,41.7,96.4,19.6,8.2,0,3,25.0,55.7,0,13,60.0,3,1,82.6,5,106,30.8,110,0,2,12,1,52,24,0.5,10.4,0,2,16.3,33.3,97.9,30.5,10.2,2,5,27.8,74.2,1,41,9.1,1,3,35.4,6,188,54.7,192,1,8,18,0,124,30,0.7,20.7
Colby Raphiel,101158,CB,AIR FORCE,2,6,0,101,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,2,33.3,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,46.4,0,,,0,0,0.0,0,4,66.7,4,0,0,0,0,0,0,0.0,
Isaiah Bagnah,101162,ED,BOISE ST,6,31,0,120,0,,,15.4,,,0,0,,60.6,0,,,0,0,0.0,0,2,6.5,13,0,0,0,0,0,0,0.0,,0,0,,,44.6,,,0,0,,69.9,0,,0.0,0,0,0.0,0,25,80.6,56,2,2,0,0,0,0,0.0,
Kaleo Neves,101169,LB,UTAH ST,12,301,0,329,0,3.6,70.0,85.1,18.3,12.8,0,2,20.0,78.4,0,14,22.2,2,1,111.3,7,143,47.5,168,6,7,10,1,42,21,0.3,6.0,0,2,4.7,71.4,83.9,11.6,8.3,0,0,0.0,41.5,0,29,20.0,2,0,110.1,10,120,39.9,143,2,6,14,0,163,95,1.4,16.3
AJ Vongphachanh,101172,LB,UTAH ST,12,333,0,329,0,4.0,60.0,80.4,45.3,27.2,0,1,20.0,77.6,0,29,14.3,1,1,82.1,3,152,45.6,189,5,6,5,0,36,27,0.3,12.0,0,1,4.7,61.1,83.1,12.8,7.8,0,2,11.1,51.4,0,19,11.1,1,2,79.6,11,147,44.1,177,4,7,18,0,115,86,0.8,10.5
Wyatt Draeger,101173,DI,S DIEGO ST,7,1,0,284,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,
Jonah Tavai,101174,DI,S DIEGO ST,12,14,0,284,0,,,7.5,,,0,0,,62.4,0,,0.0,0,0,0.0,0,8,57.1,106,2,1,0,0,0,0,0.0,,0,0,,,2.1,,,0,0,,58.2,0,,50.0,1,0,0.0,0,4,28.6,193,4,1,0,0,0,0,0.0,
Christopher Herrera,101186,ED,AIR FORCE,12,2,0,101,1,,,2.7,,,0,0,,60.4,0,,0.0,0,0,0.0,0,2,100.0,74,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,61.3,0,,33.3,2,0,0.0,0,0,0.0,160,2,4,0,0,0,0,,
Justin Harris,101189,ED,NEW MEXICO,10,11,0,241,0,,,13.6,,,0,0,,55.6,0,,,0,0,0.0,0,9,81.8,66,2,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,64.4,0,,0.0,0,0,0.0,0,0,0.0,94,3,6,0,0,0,0,,
Garret Fountain,101214,ED,S DIEGO ST,12,6,0,284,0,18.0,0.0,1.8,,1.0,0,1,100.0,60.3,0,,100.0,1,1,39.6,0,1,16.7,55,1,0,1,0,0,0,0.0,,0,2,,,4.2,,,0,0,,60.1,0,,0.0,0,0,0.0,0,4,66.7,96,2,1,0,0,0,0,0.0,
Michael Shawcroft,101215,LB,S DIEGO ST,11,208,0,284,1,-1.8,100.0,60.3,10.8,10.8,0,1,25.0,69.4,0,5,28.6,2,1,79.2,4,47,22.6,78,4,4,4,0,4,11,0.1,1.0,0,4,4.8,68.0,76.2,6.3,4.3,0,0,0.0,44.3,0,25,11.8,2,0,83.1,17,109,52.4,143,7,11,25,0,146,90,1.4,8.6
Jacoby Windmon,101226,ED,MICH STATE,8,58,0,223,0,3.3,75.0,30.8,6.0,4.5,0,0,0.0,67.3,1,13,0.0,0,0,85.4,3,20,34.5,65,4,4,4,1,20,17,1.1,6.7,0,1,4.0,100.0,22.3,27.0,27.0,0,0,0.0,74.7,0,18,25.0,1,0,118.8,1,27,46.6,121,4,2,1,0,18,14,0.7,18.0
Kyle Beaudry,101227,LB,UNLV,12,301,0,325,0,-1.3,100.0,77.0,22.7,22.7,0,0,0.0,59.4,0,7,50.0,2,0,120.1,3,77,25.6,100,1,2,3,1,10,14,0.1,3.3,0,4,3.2,93.8,98.4,12.1,11.3,0,1,6.3,66.8,0,27,6.3,1,0,122.1,15,186,61.8,189,4,11,16,1,133,90,0.7,8.9
Jordan Cobbs,101229,LB,S JOSE ST,2,27,0,285,0,2.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,10,,0,0,108.3,1,1,3.7,1,0,0,1,0,10,8,10.0,10.0,0,1,1.2,80.0,78.3,4.5,3.6,0,0,0.0,62.6,1,14,25.0,1,0,44.6,4,18,66.7,23,2,2,5,0,21,19,1.2,5.3
Kyron White,101307,S,S DIEGO ST,2,14,0,284,0,,,80.0,,,0,0,,62.0,0,,,0,0,0.0,0,4,28.6,5,0,0,0,0,0,0,0.0,,0,0,5.0,0.0,87.5,,7.0,0,1,100.0,72.9,0,,,0,1,39.6,0,7,50.0,8,0,0,1,0,0,0,0.0,
Davaughn Celestine,101308,S,S DIEGO ST,12,351,0,284,0,6.9,84.2,99.0,6.0,5.1,0,0,0.0,46.8,0,37,9.1,1,0,132.9,16,102,29.1,103,3,10,19,1,222,106,2.3,13.9,0,0,7.2,94.7,97.8,9.8,9.3,0,1,5.3,55.4,1,70,26.7,4,0,135.9,18,180,51.3,184,3,11,19,3,235,123,1.3,13.1
Patrick McMorris,101309,S,S DIEGO ST,11,368,0,284,2,11.5,50.0,97.3,25.3,12.6,0,3,37.5,89.6,1,20,0.0,0,3,22.4,4,108,29.3,111,3,7,8,0,35,8,0.3,8.8,0,3,6.7,71.4,95.2,35.6,25.4,0,0,0.0,70.5,0,26,6.7,1,0,83.6,5,179,48.6,188,3,11,7,0,37,21,0.2,7.4
JL Skinner,101311,S,BOISE ST,11,251,0,120,0,16.3,75.0,86.7,8.3,6.3,0,1,25.0,66.8,0,19,0.0,0,1,100.0,3,26,10.4,30,1,2,4,0,34,7,1.4,11.3,0,3,13.0,47.4,99.5,20.6,9.7,1,2,10.5,74.8,3,42,10.0,1,1,46.3,9,191,76.1,192,1,6,19,1,122,62,0.7,13.6
Alexander Teubner,101313,S,BOISE ST,9,150,0,120,0,,,100.0,,,0,0,,70.9,0,,0.0,0,0,0.0,0,27,18.0,27,2,2,0,0,0,0,0.0,,0,0,2.6,40.0,99.1,52.0,20.8,0,1,20.0,68.4,0,6,0.0,0,1,47.9,2,107,71.3,108,0,2,5,0,12,15,0.1,6.0
B.J. Johnson,101321,S,S JOSE ST,4,36,0,285,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.8,1,0,0,0,0,0,0,0.0,,0,0,27.0,0.0,96.2,,12.0,0,0,0.0,48.1,0,,,0,0,39.6,0,25,69.4,26,0,0,2,0,0,0,0.0,
Jerrick Reed II,101322,S,NEW MEXICO,12,375,0,241,0,10.4,40.0,97.6,14.1,5.7,0,2,10.0,74.6,0,17,16.7,2,1,47.9,8,120,32.0,123,3,10,20,0,50,50,0.4,6.3,0,3,11.4,65.0,99.4,11.7,7.6,0,1,5.0,55.6,0,74,30.0,6,1,118.5,13,158,42.1,159,3,11,20,1,219,100,1.4,16.8
Ajani Carter,101343,CB,UTAH ST,9,244,0,329,0,11.9,42.9,94.6,16.3,7.0,0,1,7.1,49.8,0,40,50.0,1,1,85.7,6,106,43.4,112,1,1,14,1,81,41,0.8,13.5,0,0,13.4,70.6,96.0,9.6,6.8,1,1,5.9,56.9,1,27,0.0,0,1,91.3,12,120,49.2,125,4,11,17,1,144,38,1.3,12.0
Malikhi Miller,101353,WR,S JOSE ST,2,2,0,285,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Marquis Wilson,101363,CB,PENN STATE,10,141,0,266,1,12.4,33.3,98.2,18.0,6.0,0,1,11.1,49.2,0,22,0.0,0,1,50.7,3,56,39.7,57,0,3,9,0,45,9,0.8,15.0,0,1,6.1,71.4,98.4,12.2,8.7,0,0,0.0,70.7,0,21,12.5,1,0,88.4,5,63,44.7,64,3,6,7,0,45,20,0.7,9.0
Joey Porter Jr.,101364,CB,PENN STATE,10,275,0,266,1,7.7,47.4,99.2,12.9,6.1,0,7,36.8,79.3,0,12,0.0,0,6,56.9,9,124,45.1,125,3,11,19,0,70,17,0.6,7.8,0,0,11.2,66.7,96.4,16.7,11.1,0,3,33.3,62.1,0,25,33.3,2,1,91.4,6,106,38.5,110,0,4,9,0,73,34,0.7,12.2
Daequan Hardy,101365,CB,PENN STATE,12,142,0,266,0,15.3,37.5,89.6,10.5,3.9,0,2,12.5,51.4,0,24,0.0,0,2,55.2,6,69,48.6,77,1,4,16,0,84,15,1.3,14.0,0,0,18.8,50.0,73.5,24.0,12.0,0,1,25.0,64.3,1,25,0.0,0,1,53.1,2,50,35.2,68,2,4,4,0,47,11,1.0,23.5
Semar Melvin,101368,CB,WISCONSIN,5,58,0,349,0,23.7,33.3,100.0,10.0,3.3,0,1,33.3,76.0,0,6,0.0,0,1,42.4,1,10,17.2,10,0,1,3,0,6,0,0.6,6.0,0,0,20.1,62.5,100.0,7.8,4.9,0,1,12.5,65.4,0,41,20.0,1,1,106.3,5,40,69.0,40,0,4,8,0,111,26,2.8,22.2
Quinton Newsome,101371,CB,NEBRASKA,12,424,0,238,0,8.2,54.3,98.8,8.2,4.5,1,4,11.4,66.3,0,46,18.8,3,3,115.2,19,163,38.4,165,6,13,35,4,250,148,1.6,13.2,0,1,10.9,50.0,98.5,12.9,6.5,1,6,20.0,67.4,0,45,29.4,5,5,65.7,15,203,47.9,206,3,11,30,0,158,68,0.8,10.5
Phalen Sanford,101372,S,NEBRASKA,4,47,0,238,0,3.5,100.0,100.0,9.0,9.0,0,0,0.0,63.3,0,5,25.0,1,0,87.5,2,20,42.6,20,1,3,2,0,10,3,0.6,5.0,0,1,,,100.0,,,0,0,,61.2,0,,0.0,0,0,0.0,0,22,46.8,22,0,2,0,0,0,0,0.0,
Javin Wright,101373,S,NEBRASKA,6,64,0,238,0,7.3,100.0,76.5,8.3,8.3,0,0,0.0,60.5,0,27,0.0,0,0,111.1,3,26,40.6,34,1,1,3,0,32,10,1.3,10.7,0,0,2.0,100.0,100.0,33.0,33.0,0,0,0.0,67.4,0,7,0.0,0,0,95.8,1,33,51.6,33,0,1,1,0,7,5,0.2,7.0
Cam Allen,101374,S,PURDUE,12,389,0,273,1,8.5,50.0,98.8,25.0,12.5,0,2,33.3,62.4,0,6,50.0,4,1,56.3,3,85,21.9,86,1,3,6,0,11,4,0.1,3.7,0,2,12.9,55.6,99.6,16.5,9.2,1,5,18.5,67.3,2,64,46.7,7,4,87.1,15,260,66.8,261,1,6,27,2,291,131,1.2,19.4
Jalen Perry,101375,CB,MICHIGAN,3,5,0,222,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.7,0,,,0,0,0.0,0,4,80.0,4,0,0,0,0,0,0,0.0,
DJ Turner,101376,CB,MICHIGAN,12,394,0,222,1,14.0,57.7,98.5,8.1,4.7,1,4,15.4,58.8,0,48,10.0,1,0,101.1,15,134,34.0,136,1,8,26,1,238,59,2.0,15.9,0,3,14.1,22.2,100.0,31.5,7.0,0,7,25.9,76.9,1,8,20.0,2,4,24.2,6,194,49.2,194,2,5,27,0,39,22,0.2,6.5
Quinten Johnson,101377,S,MICHIGAN,9,75,0,222,0,,,94.3,,,0,0,,62.1,0,,100.0,1,0,0.0,0,33,44.0,35,0,0,0,0,0,0,0.0,,0,0,26.0,0.0,93.9,,31.0,0,0,0.0,76.6,0,,0.0,0,0,39.6,0,31,41.3,33,1,1,1,0,0,0,0.0,
Caden Kolesar,101378,S,MICHIGAN,4,28,0,222,0,,,77.8,,,0,0,,75.9,0,,0.0,0,0,0.0,0,7,25.0,9,1,1,0,0,0,0,0.0,,0,0,2.5,100.0,100.0,7.0,7.0,0,0,0.0,51.2,0,19,50.0,1,0,118.8,2,14,50.0,14,0,1,2,0,27,22,1.9,13.5
Keshaun Harris,101381,CB,MICHIGAN,3,17,0,222,0,,,100.0,,,0,0,,63.4,0,,,0,0,0.0,0,6,35.3,6,0,0,0,0,0,0,0.0,,0,0,5.5,0.0,100.0,,5.0,0,2,100.0,80.1,0,,,0,1,39.6,0,10,58.8,10,0,0,2,0,0,0,0.0,
Deonte Banks,101384,CB,MARYLAND,12,384,0,215,2,15.6,55.0,100.0,10.0,5.5,0,5,25.0,63.5,0,29,10.0,1,3,115.6,11,121,31.5,121,0,7,20,3,135,25,1.2,12.3,0,2,13.8,34.4,100.0,18.9,6.5,1,5,15.6,74.9,1,13,0.0,0,3,30.2,11,218,56.8,218,4,12,32,0,74,22,0.4,6.7
Devon Witherspoon,101388,CB,ILLINOIS,12,425,0,187,1,15.0,27.7,98.2,23.2,6.4,0,13,27.7,89.7,2,39,6.7,1,9,21.9,13,321,75.5,327,6,13,47,0,115,26,0.4,8.8,0,3,5.0,56.3,100.0,9.1,5.1,0,4,25.0,90.2,1,40,14.3,2,4,46.6,9,87,20.5,87,4,9,16,0,91,45,1.1,10.1
Tailon Leitzsey,101389,CB,ILLINOIS,2,9,0,187,0,,,100.0,,,0,0,,62.4,0,,,0,0,0.0,0,7,77.8,7,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.9,0,,0.0,0,0,0.0,0,2,22.2,2,0,1,0,0,0,0,0.0,
Tiawan Mullen,101394,CB,INDIANA,12,422,0,190,0,14.4,55.2,98.7,8.6,4.8,0,5,17.2,61.3,0,34,7.7,1,3,109.1,16,152,36.0,154,1,12,29,4,149,35,1.1,9.3,0,3,10.3,66.7,99.5,13.3,8.9,1,3,12.5,66.3,2,75,14.3,3,3,82.3,16,219,51.9,220,4,15,24,2,182,99,0.9,11.4
Josh Sanguinetti,101396,S,INDIANA,11,147,0,190,0,11.3,75.0,98.7,24.0,18.0,0,0,0.0,56.7,0,13,40.0,2,0,100.0,3,76,51.7,77,0,3,4,0,34,22,0.5,11.3,0,0,7.6,57.1,100.0,13.8,7.9,0,2,28.6,52.5,1,45,40.0,2,2,58.9,4,57,38.8,57,0,3,7,0,82,73,1.5,20.5
Sebastian Castro,101402,CB,IOWA,10,240,0,192,1,12.3,50.0,100.0,11.5,5.8,0,0,0.0,62.6,0,29,20.0,1,0,74.0,4,49,20.4,49,1,3,8,0,58,25,1.3,14.5,0,2,9.1,46.7,94.3,18.4,8.6,0,2,13.3,74.6,0,21,0.0,0,2,57.6,7,133,55.4,141,4,6,15,0,60,33,0.5,8.6
Kyler Fisher,101403,LB,IOWA,5,22,0,192,0,12.0,0.0,100.0,,2.7,0,0,0.0,59.7,0,,,0,0,39.6,0,8,36.4,8,0,0,3,0,0,0,0.0,,0,0,-2.0,100.0,91.7,10.0,10.0,0,0,0.0,70.9,0,8,,0,0,100.0,1,11,50.0,12,0,0,1,0,8,10,0.8,8.0
Noah Potter,101405,ED,CINCINNATI,12,1,0,138,0,,,1.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,64,1,0,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,64.7,0,,50.0,1,0,0.0,0,0,0.0,59,1,0,0,0,0,0,,
Adisa Isaac,101406,ED,PENN STATE,12,44,0,266,1,,,3.8,,,0,0,,73.1,0,,0.0,0,0,0.0,0,5,11.4,132,3,1,0,0,0,0,0.0,,0,0,5.8,75.0,24.2,10.0,7.5,0,0,0.0,36.4,0,20,100.0,2,0,93.8,3,31,70.5,128,2,0,4,0,28,21,0.9,9.3
Michael Fletcher,101411,ED,MICH STATE,8,1,0,223,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,28,0,0,0,0,0,0,,,0,0,,,2.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,44,0,0,0,0,0,0,0.0,
Dontay Hunter II,101414,ED,OHIO,6,1,0,259,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,1,,,2.6,,,0,0,,61.0,0,,0.0,0,0,0.0,0,1,100.0,38,0,0,0,0,0,0,0.0,
Logan Lee,101416,DI,IOWA,12,1,0,192,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,43,0,0,0,0,0,0,,,0,1,,,0.6,,,0,0,,60.8,0,,0.0,0,0,0.0,0,1,100.0,177,1,0,0,0,0,0,0.0,
Mike Morris,101421,ED,MICHIGAN,11,12,0,222,0,,,5.1,,,0,0,,51.5,0,,0.0,0,0,0.0,0,4,33.3,79,2,1,0,0,0,0,0.0,,0,0,,,5.8,,,0,0,,79.2,0,,0.0,0,0,0.0,0,6,50.0,103,6,3,0,0,0,0,0.0,
MJ Anderson,101427,ED,IOWA STATE,12,1,0,193,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,40,1,0,0,0,0,0,,,0,0,,,0.8,,,0,0,,60.5,0,,50.0,1,0,0.0,0,1,100.0,120,3,1,0,0,0,0,0.0,
Rashad Cheney,101430,DI,USF,6,1,0,327,0,,,2.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,51,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,71,0,0,0,0,0,0,,
Beau Robbins,101434,ED,INDIANA,10,1,0,190,0,,,1.3,,,0,0,,60.4,0,,0.0,0,0,0.0,0,1,100.0,78,2,1,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,91,0,0,0,0,0,0,,
Ty Robinson,101446,DI,NEBRASKA,12,1,0,238,0,,,0.9,,,0,0,,59.7,0,,0.0,0,0,0.0,0,1,100.0,109,1,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,57.5,0,,50.0,2,0,0.0,0,0,0.0,141,2,2,0,0,0,0,,
Tatum Grass,101462,LB,WISCONSIN,9,56,0,349,0,,,93.3,,,0,0,,65.4,0,,50.0,1,0,0.0,0,14,25.0,15,0,1,0,0,0,0,0.0,,0,0,6.7,66.7,83.8,14.5,9.7,0,0,0.0,54.4,0,10,0.0,0,0,81.3,2,31,55.4,37,1,2,3,0,17,9,0.6,8.5
Maema Njongmeta,101465,LB,WISCONSIN,12,182,0,349,0,2.7,66.7,57.1,12.5,8.3,0,0,0.0,49.7,0,17,0.0,0,0,88.2,2,28,15.4,49,0,2,3,0,22,14,0.9,11.0,0,2,3.6,66.7,62.0,16.0,10.7,0,1,8.3,66.6,1,14,18.8,3,1,47.9,8,129,70.9,208,9,11,12,0,72,58,0.6,9.0
Nick Henrich,101466,LB,NEBRASKA,5,148,0,238,0,-4.0,0.0,84.3,,42.0,0,0,0.0,62.3,0,,,0,0,39.6,0,43,29.1,51,0,0,1,0,0,0,0.0,,0,1,3.3,91.7,92.1,6.0,5.5,0,0,0.0,52.1,0,34,0.0,0,0,109.4,11,70,47.3,76,2,4,12,0,123,96,1.9,11.2
Luke Reimer,101469,LB,NEBRASKA,10,271,0,238,1,4.7,72.7,80.0,11.3,8.2,0,2,18.2,76.9,1,20,0.0,0,2,48.7,8,92,33.9,115,2,5,11,0,63,49,0.7,7.9,0,0,5.8,54.5,88.6,20.8,11.4,0,2,18.2,69.4,0,22,12.5,1,2,68.0,6,132,48.7,149,6,7,11,0,54,31,0.4,9.0
Joey Velazquez,101480,LB,MICHIGAN,2,9,0,222,0,,,83.3,,,0,0,,62.3,0,,,0,0,0.0,0,5,55.6,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,3,33.3,3,0,0,0,0,0,0,0.0,
