player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jhi'Shawn Taylor,55190,ED,GA STATE,12,63,0,175,0,,,11.9,,,0,0,,52.2,0,,0.0,0,0,0.0,0,5,7.9,42,1,1,0,0,0,0,0.0,,0,2,9.5,75.0,23.7,14.7,11.0,0,0,0.0,45.7,0,35,40.0,2,0,116.7,3,47,74.6,198,1,1,4,0,64,39,1.5,21.3
Chris Bacon,55196,S,GA STATE,5,90,0,175,0,,,100.0,,,0,0,,63.7,0,,,0,0,0.0,0,12,13.3,12,0,0,0,0,0,0,0.0,,0,0,11.2,66.7,100.0,14.5,9.7,0,1,16.7,55.6,0,47,0.0,0,1,149.3,4,60,66.7,60,0,2,6,2,116,60,2.0,29.0
Jaylon Jones,55197,CB,GA STATE,12,281,0,175,0,8.7,90.0,100.0,5.0,4.5,0,0,0.0,44.3,0,39,0.0,0,0,113.8,9,50,17.8,50,3,8,10,0,113,32,2.5,12.6,0,0,16.0,54.2,100.0,13.0,7.0,1,6,25.0,66.6,1,57,17.6,3,4,84.7,13,174,61.9,174,2,14,24,1,236,58,1.4,18.2
Jordan Strachan,55198,ED,S CAROLINA,12,8,0,289,0,,,7.5,,,0,0,,60.8,0,,,0,0,0.0,0,3,37.5,40,0,0,0,0,0,0,0.0,,0,0,-5.0,100.0,5.8,4.0,4.0,0,0,0.0,53.7,1,-5,0.0,0,0,39.6,1,4,50.0,69,2,1,1,0,-5,0,-1.3,-5.0
Justus Harris,55215,S,MINNESOTA,12,202,0,225,0,7.0,0.0,58.8,,10.0,0,1,100.0,71.6,0,,,0,0,39.6,0,10,5.0,17,0,0,1,0,0,0,0.0,,0,0,4.6,68.2,96.1,7.8,5.3,0,1,4.5,69.8,0,17,25.0,2,1,81.1,15,123,60.9,128,2,6,22,0,117,56,1.0,7.8
Boye Mafe,55220,ED,MINNESOTA,12,31,0,225,0,15.0,0.0,11.1,,4.0,0,0,0.0,49.1,0,,,0,0,39.6,0,4,12.9,36,0,0,1,0,0,0,0.0,,0,1,1.0,100.0,15.5,23.0,23.0,0,0,0.0,71.5,0,5,0.0,0,0,87.5,1,24,77.4,155,3,2,1,0,5,4,0.2,5.0
Esezi Otomewo,55221,ED,MINNESOTA,12,1,0,225,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,32,0,0,0,0,0,0,,,0,1,,,0.6,,,0,0,,65.0,0,,28.6,2,0,0.0,0,1,100.0,164,4,4,0,0,0,0,0.0,
Trent Carrington,55255,S,NWESTERN,1,1,0,256,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Mark Robinson,55265,LB,OLE MISS,12,232,0,226,0,3.0,0.0,78.1,,22.0,0,0,0.0,59.0,0,,,0,0,39.6,0,25,10.8,32,2,0,1,0,0,0,0.0,,0,5,6.7,90.0,93.4,16.8,15.1,0,0,0.0,47.4,0,21,15.4,2,0,106.7,9,156,67.2,167,5,6,10,0,96,44,0.6,10.7
Colby Campbell,55272,LB,DUKE,4,9,0,154,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,33.3,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.1,0,,0.0,0,0,0.0,0,6,66.7,6,0,1,0,0,0,0,0.0,
Tycen Anderson,55351,S,TOLEDO,9,255,0,316,0,13.7,85.7,96.3,11.7,10.0,0,1,14.3,47.1,0,64,0.0,0,0,158.3,6,77,30.2,80,1,5,7,1,129,58,1.8,21.5,0,2,5.0,62.5,94.4,22.6,14.1,0,1,12.5,76.5,0,18,18.2,2,0,70.3,5,118,46.3,125,6,7,8,0,31,17,0.3,6.2
Zachary Ford,55353,S,TOLEDO,12,229,0,316,0,9.0,100.0,98.4,56.0,56.0,1,0,0.0,68.9,0,14,0.0,0,0,118.8,1,60,26.2,61,0,4,1,0,14,5,0.3,14.0,0,1,10.8,50.0,99.2,22.8,11.4,2,1,10.0,60.0,0,37,22.2,2,1,73.3,5,122,53.3,123,1,6,10,0,71,50,0.6,14.2
Nate Givhan,55355,ED,TOLEDO,10,13,0,316,0,,,6.5,,,0,0,,62.0,0,,50.0,1,0,0.0,0,3,23.1,46,2,1,0,0,0,0,0.0,,0,0,,,15.9,,,0,0,,69.3,0,,0.0,0,0,0.0,0,10,76.9,63,0,2,0,0,0,0,0.0,
AJ Crider,55360,LB,TOLEDO,9,44,0,316,0,0.0,0.0,66.7,,10.0,0,0,0.0,64.7,0,,,0,0,39.6,0,10,22.7,15,0,0,1,0,0,0,0.0,,0,0,6.3,83.3,92.3,4.6,3.8,0,0,0.0,39.2,0,21,0.0,0,0,108.3,5,24,54.5,26,1,4,6,0,60,31,2.6,12.0
Zamari Maxwell,55377,CB,UCF,4,26,0,323,0,10.2,40.0,100.0,5.5,2.2,0,2,40.0,81.5,0,27,50.0,1,2,100.8,2,11,42.3,11,1,1,5,1,31,19,2.8,15.5,0,1,,,93.3,,,0,0,,66.7,0,,0.0,0,0,0.0,0,14,53.8,15,0,0,0,0,0,0,0.0,
Jon Powell,55379,S,UCF,4,55,0,323,0,-1.0,100.0,50.0,13.0,13.0,0,0,0.0,71.1,0,-1,0.0,0,0,79.2,1,13,23.6,26,1,1,1,0,-1,0,-0.1,-1.0,0,0,0.3,100.0,94.9,9.3,9.3,0,0,0.0,54.3,0,12,14.3,1,0,103.1,4,37,67.3,39,3,6,4,0,35,34,0.9,8.8
Anthony Montalvo,55417,DI,UCF,12,2,0,323,0,,,2.6,,,0,0,,61.3,0,,0.0,0,0,0.0,0,2,100.0,77,0,1,0,0,0,0,0.0,,0,2,,,0.0,,,0,0,,69.9,0,,16.7,1,0,0.0,0,0,0.0,97,1,3,0,0,0,0,,
Coby Davis,55425,CB,WAKE,4,107,0,339,0,9.5,50.0,100.0,24.0,12.0,0,0,0.0,70.7,1,28,0.0,0,0,42.7,2,48,44.9,48,0,1,4,0,37,19,0.8,18.5,0,0,5.8,50.0,97.4,12.0,6.0,0,0,0.0,63.5,0,9,0.0,0,0,56.3,3,37,34.6,38,1,4,6,0,17,10,0.5,5.7
Ja'Sir Taylor,55426,CB,WAKE,12,371,0,339,1,14.7,60.6,100.0,8.4,5.1,0,3,9.1,43.7,1,58,11.8,2,1,95.8,20,177,47.7,177,2,14,33,2,282,88,1.7,14.1,0,0,15.4,66.7,98.7,7.0,4.7,0,1,3.3,44.9,0,75,25.0,4,1,137.9,20,147,39.6,149,3,12,30,3,338,119,2.4,16.9
Troy Simon,55427,S,TOLEDO,9,86,0,316,0,7.0,100.0,100.0,22.0,22.0,0,0,0.0,58.1,0,7,0.0,0,0,95.8,1,24,27.9,24,1,2,1,0,7,0,0.3,7.0,0,0,,,100.0,,,0,0,,59.4,0,,0.0,0,0,0.0,0,42,48.8,42,1,2,0,0,0,0,0.0,
Ty Hardimon,55428,CB,WAKE,4,16,0,339,0,3.0,100.0,100.0,5.0,5.0,0,0,0.0,53.5,0,6,100.0,1,0,91.7,1,5,31.3,5,0,0,1,0,6,3,1.2,6.0,0,0,10.0,100.0,100.0,8.0,8.0,0,0,0.0,66.2,0,11,0.0,0,0,112.5,1,8,50.0,8,0,1,1,0,11,1,1.4,11.0
DJ Taylor,55438,LB,WAKE,9,80,0,339,0,-5.0,100.0,90.2,37.0,37.0,0,1,100.0,67.6,0,8,100.0,1,1,139.6,1,37,46.3,41,1,0,1,1,8,13,0.2,8.0,0,2,5.0,100.0,90.9,7.0,7.0,0,0,0.0,56.4,0,13,0.0,0,0,101.0,4,30,37.5,33,1,2,4,0,33,13,1.2,8.3
Malik Hausman,55567,CB,ARIZONA,6,29,0,109,0,13.0,0.0,100.0,,10.0,0,0,0.0,54.3,0,,,0,0,39.6,0,12,41.4,12,0,0,1,0,0,0,0.0,,0,0,35.0,50.0,92.3,11.0,5.5,0,1,50.0,46.2,0,67,,0,1,135.4,1,12,41.4,13,1,0,2,1,67,30,6.1,67.0
Azizi Hearn,55569,CB,WYOMING,12,380,0,351,0,9.0,42.9,100.0,28.0,12.0,0,2,14.3,73.3,0,15,0.0,0,1,56.0,6,181,47.6,181,1,5,14,0,61,21,0.4,10.2,0,2,20.4,33.3,99.2,43.0,14.3,1,1,11.1,74.5,0,22,0.0,0,1,46.1,3,132,34.7,133,1,6,9,0,35,1,0.3,11.7
Verenzo Holmes,55573,S,UTEP,4,44,0,330,0,13.0,0.0,81.8,,7.0,0,1,100.0,77.3,0,,0.0,0,1,39.6,0,9,20.5,11,0,1,1,0,0,0,0.0,,0,0,32.5,0.0,100.0,,10.0,0,2,100.0,85.7,0,,0.0,0,2,39.6,0,21,47.7,21,0,1,2,0,0,0,0.0,
Timarcus Davis,55574,CB,ARIZONA ST,9,177,0,110,0,12.3,66.7,100.0,9.0,6.0,0,0,0.0,48.2,0,36,0.0,0,0,121.9,8,80,45.2,80,0,6,12,1,105,30,1.5,13.1,0,0,12.0,66.7,100.0,13.7,9.1,0,1,11.1,64.9,0,26,10.0,1,1,93.3,6,87,49.2,87,2,9,9,0,77,8,0.9,12.8
Branden Smith,55582,CB,CAL,6,23,0,130,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,5,21.7,5,0,0,0,0,0,0,0.0,,0,0,14.8,50.0,100.0,7.5,3.8,0,0,0.0,57.0,0,20,0.0,0,0,71.9,2,15,65.2,15,0,1,4,0,27,6,1.8,13.5
Elijah Hicks,55584,S,CAL,12,481,0,130,0,10.1,55.6,95.8,29.0,16.1,0,0,0.0,88.6,2,22,11.1,1,0,74.8,5,159,33.1,166,4,8,9,2,57,35,0.4,11.4,0,5,11.8,70.6,97.8,21.2,14.9,0,1,5.9,69.6,1,40,8.7,2,1,98.2,12,267,55.5,273,2,16,17,1,172,82,0.7,14.3
LeAnthony Williams,55585,CB,MARSHALL,6,63,0,214,0,15.5,100.0,94.4,8.0,8.0,0,0,0.0,50.0,0,34,100.0,1,0,158.3,2,17,27.0,18,0,0,2,1,44,13,2.8,22.0,0,0,7.0,20.0,100.0,31.0,6.2,0,0,0.0,58.7,0,7,0.0,0,0,39.6,1,32,50.8,32,0,1,5,0,7,3,0.2,7.0
Chris Miller,55588,CB,COLORADO,2,33,0,143,0,29.0,50.0,100.0,12.0,6.0,0,0,0.0,60.3,0,32,,0,0,95.8,1,13,39.4,13,0,0,2,0,32,3,2.7,32.0,0,0,-2.3,100.0,86.4,6.3,6.3,0,0,0.0,57.6,0,3,0.0,0,0,79.2,3,19,57.6,22,1,3,3,0,7,14,0.4,2.3
Josh Blackwell,55589,CB,DUKE,12,345,0,154,0,16.8,50.0,100.0,10.9,5.5,0,6,20.0,60.2,0,36,11.1,1,6,110.0,15,175,50.7,175,0,8,30,3,237,66,1.4,15.8,0,1,14.9,83.3,99.3,9.0,7.5,0,0,0.0,47.1,0,44,20.0,2,0,118.8,15,137,39.7,138,0,7,18,0,233,54,1.7,15.5
Wylan Free,55596,CB,FRESNO ST,10,184,0,169,0,14.8,66.7,97.1,11.0,7.3,1,2,22.2,76.5,0,29,0.0,0,2,100.7,6,68,37.0,70,2,6,9,0,93,18,1.4,15.5,0,0,16.2,81.8,99.0,9.7,7.9,0,2,18.2,58.6,0,39,0.0,0,1,158.3,9,100,54.3,101,3,8,11,3,170,38,2.0,18.9
Keith Sherald Jr.,55613,S,KENT STATE,11,445,0,201,3,10.6,58.8,97.4,10.5,6.2,0,2,11.8,63.2,0,34,22.2,2,1,128.1,10,113,25.4,116,1,4,17,2,154,84,1.5,15.4,0,4,6.0,76.9,99.2,11.4,8.7,0,1,3.8,61.8,1,64,24.1,7,1,89.4,20,240,53.9,242,9,18,26,0,245,166,1.1,12.3
Cedrick Dort Jr.,55614,CB,KENTUCKY,12,224,0,202,0,5.5,75.0,100.0,10.0,7.5,0,0,0.0,54.6,0,9,25.0,1,0,128.1,3,34,15.2,34,0,3,4,1,23,9,0.8,7.7,0,1,9.3,71.4,100.0,13.8,9.9,0,0,0.0,60.1,0,24,8.3,1,0,111.9,10,142,63.4,142,4,10,14,1,89,28,0.6,8.9
Anthony Johnson,55628,CB,VIRGINIA,12,393,0,335,0,10.6,47.4,98.3,11.8,5.6,0,3,15.8,68.8,1,22,0.0,0,3,74.9,9,113,28.8,115,2,4,19,2,92,18,0.9,10.2,0,2,15.4,48.0,95.1,15.4,7.4,0,4,16.0,71.5,2,75,18.2,2,3,56.8,12,195,49.6,205,2,7,25,1,208,100,1.1,17.3
Russ Yeast,55629,S,KANSAS ST,12,423,0,199,0,4.7,57.1,100.0,18.5,10.6,0,2,28.6,75.3,0,20,0.0,0,1,69.9,4,78,18.4,78,2,5,7,0,34,23,0.5,8.5,0,5,4.1,60.0,99.6,26.3,15.8,0,2,13.3,76.4,1,44,16.7,4,2,80.4,9,246,58.2,247,4,15,15,1,122,104,0.5,13.6
Emmanuel Flowers,55635,S,MICH STATE,5,64,0,223,0,19.0,50.0,100.0,13.0,6.5,0,0,0.0,55.9,0,28,,0,0,135.4,1,14,21.9,14,0,0,2,1,28,0,2.2,28.0,0,0,10.0,100.0,94.7,35.0,35.0,0,1,100.0,72.9,0,11,0.0,0,0,112.5,1,36,56.3,38,0,2,1,0,11,1,0.3,11.0
Tre Shaw,55648,CB,W KENTUCKY,8,70,0,346,1,20.0,100.0,100.0,8.0,8.0,0,0,0.0,52.9,0,20,0.0,0,0,118.8,1,8,11.4,8,0,0,1,0,20,0,2.5,20.0,0,1,22.0,50.0,100.0,41.0,20.5,0,1,50.0,72.8,0,21,0.0,0,0,87.5,1,44,62.9,44,0,3,2,0,21,6,0.5,21.0
Chris Ingram,55650,CB,NC STATE,7,136,0,248,0,22.0,33.3,100.0,42.0,14.0,0,2,66.7,69.5,0,23,0.0,0,1,101.4,1,48,35.3,48,0,3,3,1,23,1,0.5,23.0,0,0,11.7,16.7,100.0,47.0,7.8,0,1,16.7,73.7,0,-2,0.0,0,1,39.6,1,47,34.6,47,1,3,6,0,-2,1,0.0,-2.0
Tariq Drake,55668,S,OHIO,12,269,0,259,1,10.2,60.0,97.6,13.0,7.8,0,1,20.0,73.9,1,11,33.3,2,1,25.0,3,41,15.2,42,0,3,5,0,14,10,0.4,4.7,0,1,9.8,64.7,100.0,16.5,10.7,0,1,5.9,75.2,2,21,33.3,6,1,40.7,11,186,69.1,186,4,11,17,0,99,52,0.5,9.0
Jamal Hudson,55669,CB,OHIO,5,115,0,259,0,16.8,40.0,96.0,9.5,3.8,0,1,20.0,59.7,0,7,,0,0,47.9,2,24,20.9,25,0,0,5,0,10,10,0.5,5.0,0,1,7.8,75.0,100.0,11.8,8.9,0,1,12.5,77.4,0,30,0.0,0,1,95.8,6,73,63.5,73,3,7,8,0,60,17,0.8,10.0
Marcus Williamson,55671,CB,OHIO STATE,11,183,0,260,0,10.4,28.6,100.0,17.0,4.9,0,1,14.3,64.6,0,23,100.0,1,1,85.7,2,36,19.7,36,0,0,7,1,32,26,0.9,16.0,0,0,0.8,75.0,91.9,8.1,6.1,0,2,10.0,65.7,0,32,16.7,2,2,88.5,15,124,67.8,135,3,10,20,0,115,102,1.0,7.7
Justin Broiles,55678,S,OKLAHOMA,12,369,0,261,0,8.1,78.9,99.3,8.3,6.6,0,1,5.3,70.1,1,20,8.3,1,1,104.2,15,135,36.6,136,6,11,19,2,111,28,0.9,7.4,0,2,4.9,81.0,97.0,9.2,7.4,0,1,4.8,73.4,0,14,11.1,2,0,108.3,17,161,43.6,166,8,14,21,1,130,89,0.8,7.6
Tariq Castro-Fields,55689,CB,PENN STATE,12,385,0,266,1,13.2,44.4,100.0,11.1,4.9,0,4,22.2,61.3,0,58,12.5,1,2,67.4,8,99,25.7,99,2,6,18,0,122,58,1.4,15.3,0,6,8.0,66.7,99.5,12.9,8.6,0,2,8.3,74.8,0,42,18.2,4,2,89.6,16,213,55.3,214,1,12,24,0,184,80,0.9,11.5
Dedrick Mackey,55691,CB,PURDUE,12,368,0,273,0,10.3,80.0,100.0,6.8,5.5,0,1,6.7,65.6,0,41,0.0,0,1,152.1,12,87,23.6,87,3,7,15,2,165,67,2.0,13.8,0,1,13.6,63.6,99.6,11.3,7.2,0,3,9.1,57.3,1,43,10.5,2,3,90.8,21,252,68.5,253,3,16,33,1,303,81,1.3,14.4
Devin Rockette,55699,CB,S ALABAMA,12,225,0,288,0,16.5,72.7,100.0,5.4,3.9,0,0,0.0,70.1,1,34,0.0,0,0,64.2,8,45,20.0,45,3,7,11,0,104,15,2.4,13.0,0,0,16.9,56.5,100.0,10.8,6.1,0,2,8.7,54.5,1,57,0.0,0,2,95.9,13,150,66.7,150,2,13,23,1,278,54,2.0,21.4
Kordell Rodgers,55713,CB,TEXAS ST,9,228,0,314,0,7.0,33.3,100.0,22.0,7.3,0,1,33.3,64.9,0,7,0.0,0,1,42.4,1,23,10.1,23,0,1,3,0,7,3,0.3,7.0,0,2,10.9,58.1,100.0,9.4,5.5,0,5,16.1,58.7,0,48,10.5,2,5,104.4,18,174,76.3,174,4,15,31,2,241,41,1.4,13.4
Marcus Jones,55717,CB,HOUSTON,10,363,0,182,1,17.1,38.2,100.0,9.1,3.5,0,8,23.5,90.4,3,37,0.0,0,6,33.8,13,132,36.4,132,4,13,34,1,219,56,1.9,16.8,0,0,10.6,66.7,100.0,8.7,5.8,0,4,13.3,63.4,1,50,20.0,4,3,79.6,20,183,50.4,183,5,16,30,0,258,104,1.5,12.9
Jaylon Monroe,55721,CB,TULANE,12,410,0,319,1,12.7,50.0,99.4,11.6,5.8,0,9,32.1,65.4,0,53,10.0,1,7,122.3,14,170,41.5,171,1,8,28,5,262,96,1.6,18.7,0,1,13.8,71.4,99.0,9.9,7.0,0,2,7.1,59.2,0,65,11.1,2,1,128.4,20,201,49.0,203,2,15,28,2,289,139,1.5,14.5
Grayson Cash,55727,S,UAB,12,203,0,321,0,6.0,50.0,96.6,50.0,25.0,1,0,0.0,89.8,1,7,33.3,1,0,18.8,1,56,27.6,58,0,2,2,0,7,0,0.1,7.0,0,1,12.5,45.5,99.0,19.0,8.6,0,5,45.5,88.4,1,31,11.1,1,5,24.8,5,99,48.8,100,4,7,11,0,60,6,0.6,12.0
Dy'jonn Turner,55732,S,UAB,8,214,0,321,0,12.0,33.3,87.3,44.0,14.7,0,2,66.7,76.8,0,6,0.0,0,1,42.4,1,48,22.4,55,2,1,3,0,6,4,0.1,6.0,0,2,10.3,71.4,98.4,12.1,8.6,0,2,14.3,68.3,0,19,5.0,1,2,133.9,10,126,58.9,128,6,17,14,2,110,44,0.9,11.0
Greg Johnson,55734,CB,USC,11,204,0,326,1,9.6,61.5,82.5,7.6,4.7,0,0,0.0,50.6,0,23,14.3,1,0,82.2,8,66,32.4,80,1,5,13,0,90,71,1.5,11.3,0,1,7.4,66.7,81.7,7.7,5.1,0,0,0.0,53.9,1,45,40.0,6,0,99.1,12,98,48.0,120,3,8,18,1,199,138,2.2,16.6
Andre Grayson,55735,CB,UTAH ST,11,200,0,329,0,12.0,50.0,98.8,33.5,16.8,0,0,0.0,65.8,0,14,50.0,1,0,61.5,2,81,40.5,82,1,1,4,0,17,12,0.3,8.5,0,1,12.6,50.0,90.3,20.0,10.0,1,1,12.5,67.9,0,17,0.0,0,1,59.4,4,84,42.0,93,3,8,8,0,30,6,0.4,7.5
Zahodri Jackson,55736,CB,UTAH ST,11,197,0,329,0,8.3,62.5,100.0,14.2,8.9,0,2,25.0,68.9,0,17,0.0,0,1,84.4,5,76,38.6,76,2,3,8,0,58,20,0.8,11.6,0,0,15.8,46.2,97.7,13.2,6.1,0,1,7.7,48.7,0,15,0.0,0,1,88.3,6,85,43.1,87,2,9,13,1,69,33,0.9,11.5
Jarrod Green,55737,S,UTAH ST,3,7,0,329,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,28.6,2,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,5.0,5.0,0,0,0.0,65.7,0,6,0.0,0,0,91.7,1,5,71.4,5,0,1,1,0,6,0,1.2,6.0
Ja'Marcus Ingram,55738,CB,BUFFALO,11,311,0,126,0,12.8,46.7,100.0,15.0,7.0,0,2,13.3,65.6,0,16,12.5,1,0,53.5,7,112,36.0,112,2,7,15,0,42,20,0.4,6.0,0,0,11.7,72.0,100.0,8.8,6.3,0,2,8.0,58.2,0,54,8.7,2,1,104.4,18,164,52.7,164,4,21,25,0,254,96,1.6,14.1
George Hicks III,55744,S,WASH STATE,12,397,0,341,0,6.3,80.0,99.1,13.4,10.7,0,0,0.0,53.7,0,27,27.3,3,0,142.9,8,114,28.7,115,2,8,10,1,103,56,1.0,12.9,0,4,13.8,33.3,96.7,68.3,22.8,0,3,33.3,72.9,1,31,20.0,4,2,13.0,3,207,52.1,214,1,12,9,0,49,6,0.2,16.3
Madison Cone,55747,CB,APP STATE,12,296,0,108,0,14.1,30.8,98.8,19.3,5.9,0,1,7.7,69.8,0,12,20.0,1,0,40.2,4,83,28.0,84,1,4,13,0,24,6,0.3,6.0,0,0,11.5,63.2,98.7,12.4,7.8,0,1,5.3,54.0,0,41,36.4,4,1,90.0,12,154,52.0,156,1,7,19,0,161,53,1.1,13.4
Faion Hicks,55748,CB,WISCONSIN,11,308,0,349,0,11.9,70.0,100.0,8.0,5.6,0,0,0.0,56.9,0,27,14.3,1,0,125.0,7,59,19.2,59,4,6,10,1,75,21,1.3,10.7,0,1,18.6,54.1,99.5,8.8,4.8,0,7,18.9,50.0,0,42,0.0,0,7,102.8,20,184,59.7,185,2,14,37,2,334,39,1.9,16.7
Keyon Blankenbaker,55749,CB,WYOMING,11,288,0,351,1,8.4,46.4,98.4,8.9,4.1,1,4,14.3,62.0,0,14,20.0,2,3,77.1,13,127,44.1,129,1,7,28,2,82,44,0.7,6.3,0,1,9.9,50.0,100.0,9.7,4.9,0,0,0.0,60.8,1,41,0.0,0,0,72.2,11,109,37.8,109,3,10,22,1,170,50,1.6,15.5
C.J. Coldon,55750,CB,WYOMING,12,404,0,351,3,12.0,53.3,100.0,11.1,5.9,0,6,20.0,67.1,0,27,6.3,1,4,84.0,16,190,47.0,190,1,12,30,1,190,57,1.1,11.9,0,3,14.8,63.2,98.6,11.8,7.5,0,3,15.8,66.8,0,44,6.3,1,3,131.5,12,145,35.9,147,4,12,19,2,190,26,1.3,15.8
James Jones IV,55757,CB,AIR FORCE,1,9,0,101,0,14.0,0.0,100.0,,4.0,0,0,0.0,92.2,1,,,0,0,0.0,0,4,44.4,4,0,0,1,0,0,0,0.0,,0,0,6.0,0.0,100.0,,3.0,0,0,0.0,48.8,0,,,0,0,39.6,0,5,55.6,5,0,0,1,0,0,0,0.0,
Jordyn Riley,55767,CB,LA MONROE,7,64,0,209,0,16.0,50.0,100.0,13.0,6.5,0,1,50.0,74.8,0,6,,0,1,56.3,1,13,20.3,13,0,0,2,0,6,0,0.5,6.0,0,1,19.0,50.0,91.7,16.5,8.3,0,0,0.0,61.9,0,32,0.0,0,0,84.4,2,33,51.6,36,0,3,4,0,39,12,1.2,19.5
Daniel Wright,55772,S,ALABAMA,11,169,0,103,0,12.0,75.0,92.1,17.3,13.0,0,0,0.0,57.5,0,39,25.0,1,0,113.5,3,58,34.3,63,1,3,4,0,47,10,0.9,15.7,0,3,15.2,80.0,98.7,18.3,14.6,1,1,20.0,67.2,0,57,14.3,1,1,158.3,4,77,45.6,78,0,3,5,1,109,51,1.5,27.3
Shaun Jolly,55783,CB,APP STATE,8,255,0,108,0,16.8,50.0,100.0,23.0,11.5,0,2,50.0,66.6,0,33,0.0,0,1,85.4,2,50,19.6,50,0,2,4,0,40,5,0.9,20.0,0,0,9.4,57.1,100.0,11.8,6.8,0,1,4.8,57.7,0,29,8.3,1,0,75.5,12,144,56.5,144,2,11,21,0,130,34,0.9,10.8
Steven Jones Jr.,55785,CB,APP STATE,12,362,0,108,2,13.7,50.0,98.9,9.2,4.6,2,3,16.7,71.3,1,74,11.1,1,3,108.1,9,87,24.0,88,1,6,18,2,218,119,2.6,24.2,0,0,8.8,64.9,100.0,8.5,5.5,1,4,10.8,72.8,3,37,9.5,2,4,63.0,24,209,57.7,209,1,19,37,1,281,114,1.4,11.7
Ryan Huff,55786,S,APP STATE,10,167,0,108,0,19.3,33.3,88.6,29.0,9.7,0,1,33.3,65.4,0,24,0.0,0,1,63.2,1,31,18.6,35,0,2,3,0,24,2,0.8,24.0,0,0,2.0,75.0,94.1,30.3,22.8,0,0,0.0,56.7,0,21,33.3,2,0,95.8,3,95,56.9,101,1,4,4,0,30,26,0.3,10.0
Evan Fields,55793,S,ARIZONA ST,6,184,0,110,1,15.9,57.1,98.6,16.8,9.6,0,0,0.0,50.6,0,22,0.0,0,0,125.0,4,73,39.7,74,0,3,7,1,60,13,0.9,15.0,0,1,4.3,87.5,98.1,13.7,12.0,0,1,12.5,70.3,0,31,11.1,1,0,105.2,7,103,56.0,105,3,7,8,0,74,42,0.8,10.6
Jarques McClellion,55795,S,FLORIDA ST,8,150,0,167,0,,,95.8,,,0,0,,57.9,0,,0.0,0,0,0.0,0,23,15.3,24,0,1,0,0,0,0,0.0,,0,0,20.2,50.0,100.0,27.7,13.8,0,1,16.7,72.1,0,33,10.0,1,1,132.6,3,84,56.0,84,2,9,6,1,71,17,0.9,23.7
Montaric Brown,55797,CB,ARKANSAS,12,401,0,111,0,16.7,27.8,99.0,17.4,4.8,0,3,16.7,81.6,4,20,33.3,1,3,18.8,5,95,23.7,96,0,2,18,1,55,32,0.6,11.0,0,3,14.8,78.9,99.2,8.1,6.4,0,0,0.0,46.0,1,79,14.3,2,0,136.4,15,129,32.2,130,1,9,19,3,362,145,3.0,24.1
Devin Guice,55822,CB,AUBURN,5,35,0,115,0,1.0,100.0,91.7,10.0,10.0,0,0,0.0,71.0,0,2,0.0,0,0,79.2,1,11,31.4,12,1,1,1,0,2,1,0.2,2.0,0,0,-6.0,0.0,95.0,,18.0,0,0,0.0,65.7,0,,,0,0,39.6,0,19,54.3,20,0,0,1,0,0,0,0.0,
Malcolm Askew,55823,CB,AUBURN,5,38,0,115,0,3.0,100.0,100.0,16.0,16.0,0,0,0.0,61.6,0,7,0.0,0,0,95.8,1,17,44.7,17,0,1,1,0,7,4,0.4,7.0,0,0,14.5,50.0,100.0,21.0,10.5,0,0,0.0,56.1,0,10,100.0,1,0,64.6,1,21,55.3,21,0,0,2,0,10,3,0.5,10.0
